TIME,,C1,C2,,C4
02/06/2018 08:20,,254.6035845,107.3066982,,523.1511856
02/06/2018 08:25,,254.6035845,108.9651371,,523.1511856
02/06/2018 08:30,,257.5547868,108.9651371,,533.806726
02/06/2018 08:35,,257.5547868,112.5477732,,533.806726
02/06/2018 08:40,,260.0905957,112.5477732,,534.697377
02/06/2018 08:45,,260.0905957,111.3710102,,534.697377
02/06/2018 08:50,,267.8954388,111.3710102,,545.5469012
02/06/2018 08:55,,267.8954388,108.2502653,,545.5469012
02/06/2018 09:00,,271.7556324,108.2502653,,558.6777065
02/06/2018 09:05,,271.7556324,108.3608623,,558.6777065
02/06/2018 09:10,,277.7638636,108.3608623,,565.1392773
02/06/2018 09:15,,277.7638636,110.0259957,,565.1392773
02/06/2018 09:20,,286.1385193,110.0259957,,578.5709234
02/06/2018 09:25,,286.1385193,112.7028812,,578.5709234
02/06/2018 09:30,,287.9907821,112.7028812,,586.81542
02/06/2018 09:35,,287.9907821,117.1264158,,586.81542
02/06/2018 09:40,,292.8135527,117.1264158,,590.1939501
02/06/2018 09:45,,292.8135527,118.9305051,,590.1939501
02/06/2018 09:50,,306.2135218,118.9305051,,604.9111426
02/06/2018 09:55,,306.2135218,119.0824566,,604.9111426
02/06/2018 10:00,,320.7348288,119.0824566,,610.3980743
02/06/2018 10:05,,320.7348288,127.3673033,,610.3980743
02/06/2018 10:10,,335.2575879,127.3673033,,622.7408778
02/06/2018 10:15,,335.2575879,131.9089692,,622.7408778
02/06/2018 10:20,,361.9005736,131.9089692,,628.2181307
02/06/2018 10:25,,361.9005736,148.7006785,,628.2181307
02/06/2018 10:30,,387.9015433,148.7006785,,635.2346893
02/06/2018 10:35,,387.9015433,155.0782267,,635.2346893
02/06/2018 10:40,,408.9604507,155.0782267,,646.1254255
02/06/2018 10:45,,408.9604507,168.0310196,,646.1254255
02/06/2018 10:50,,438.1404014,168.0310196,,635.1441854
02/06/2018 10:55,,438.1404014,176.0493904,,635.1441854
02/06/2018 11:00,,446.1594527,176.0493904,,642.6910315
02/06/2018 11:05,,446.1594527,188.2099217,,642.6910315
02/06/2018 11:10,,485.4193941,188.2099217,,642.5774178
02/06/2018 11:15,,485.4193941,200.4024078,,642.5774178
02/06/2018 11:20,,506.6154563,200.4024078,,643.1475973
02/06/2018 11:25,,506.6154563,219.8881872,,643.1475973
02/06/2018 11:30,,551.0262921,219.8881872,,643.1475973
02/06/2018 11:35,,551.0262921,241.1075233,,642.1497002
02/06/2018 11:40,,571.9400603,241.1075233,,642.1497002
02/06/2018 11:45,,571.9400603,253.0651882,,635.1559364
02/06/2018 11:50,,609.214402,253.0651882,,635.1559364
02/06/2018 11:55,,609.214402,279.2465237,,631.1875061
02/06/2018 12:00,,667.9090481,279.2465237,,631.1875061
02/06/2018 12:05,,667.9090481,307.8940171,,643.7894654
02/06/2018 12:10,,708.0014153,307.8940171,,643.7894654
02/06/2018 12:15,,708.0014153,324.1052108,,647.6546202
02/06/2018 12:20,,763.3106994,324.1052108,,647.6546202
02/06/2018 12:25,,763.3106994,352.406961,,645.5074775
02/06/2018 12:30,,787.7855786,352.406961,,645.5074775
02/06/2018 12:35,,787.7855786,395.2361589,,652.1813541
02/06/2018 12:40,,817.9071195,395.2361589,,652.1813541
02/06/2018 12:45,,817.9071195,440.9758509,,640.7494341
02/06/2018 12:50,,858.2996604,440.9758509,,640.7494341
02/06/2018 12:55,,858.2996604,478.5461739,,647.1252166
02/06/2018 13:00,,889.8467218,478.5461739,,647.1252166
02/06/2018 13:05,,889.8467218,502.5272277,,663.0647897
02/06/2018 13:10,,893.1624998,502.5272277,,663.0647897
02/06/2018 13:15,,893.1624998,508.0179761,,655.204483
02/06/2018 13:20,,882.9680401,508.0179761,,655.204483
02/06/2018 13:25,,882.9680401,527.9398311,,655.1879654
02/06/2018 13:30,,868.8270661,527.9398311,,655.1879654
02/06/2018 13:35,,868.8270661,546.018935,,645.1771209
